video_path,corruption_type
Fencing/v_Fencing_g02_c01.avi,gauss
Fencing/v_Fencing_g02_c02.avi,contrast
Fencing/v_Fencing_g02_c03.avi,pepper
Fencing/v_Fencing_g02_c04.avi,shot
Fencing/v_Fencing_g02_c05.avi,rain
Fencing/v_Fencing_g03_c01.avi,rain
Fencing/v_Fencing_g03_c02.avi,zoom
Fencing/v_Fencing_g03_c03.avi,shot
Fencing/v_Fencing_g03_c04.avi,h265_abr
Fencing/v_Fencing_g03_c05.avi,pepper
Fencing/v_Fencing_g04_c01.avi,defocus
Fencing/v_Fencing_g04_c02.avi,pepper
Fencing/v_Fencing_g04_c03.avi,rain
Fencing/v_Fencing_g04_c04.avi,h265_abr
Fencing/v_Fencing_g04_c05.avi,pepper
Fencing/v_Fencing_g05_c01.avi,motion
Fencing/v_Fencing_g05_c02.avi,salt
Fencing/v_Fencing_g05_c03.avi,h265_abr
Fencing/v_Fencing_g05_c04.avi,zoom
Fencing/v_Fencing_g05_c05.avi,gauss
Fencing/v_Fencing_g06_c01.avi,gauss
Fencing/v_Fencing_g06_c02.avi,impulse
Fencing/v_Fencing_g06_c03.avi,gauss
Fencing/v_Fencing_g06_c04.avi,zoom
Fencing/v_Fencing_g07_c01.avi,impulse
Fencing/v_Fencing_g07_c02.avi,impulse
Fencing/v_Fencing_g07_c03.avi,defocus
Fencing/v_Fencing_g07_c04.avi,salt
Fencing/v_Fencing_g08_c01.avi,shot
Fencing/v_Fencing_g08_c02.avi,jpeg
Fencing/v_Fencing_g08_c03.avi,defocus
Fencing/v_Fencing_g08_c04.avi,contrast
Fencing/v_Fencing_g09_c01.avi,rain
Fencing/v_Fencing_g09_c02.avi,salt
Fencing/v_Fencing_g09_c03.avi,salt
Fencing/v_Fencing_g09_c04.avi,salt
Fencing/v_Fencing_g09_c05.avi,pepper
Fencing/v_Fencing_g09_c06.avi,contrast
Fencing/v_Fencing_g10_c01.avi,defocus
Fencing/v_Fencing_g10_c02.avi,contrast
Fencing/v_Fencing_g10_c03.avi,rain
Fencing/v_Fencing_g10_c04.avi,shot
Fencing/v_Fencing_g10_c05.avi,motion
Fencing/v_Fencing_g11_c01.avi,contrast
Fencing/v_Fencing_g11_c02.avi,salt
Fencing/v_Fencing_g11_c03.avi,shot
Fencing/v_Fencing_g11_c04.avi,motion
Fencing/v_Fencing_g11_c05.avi,rain
Fencing/v_Fencing_g12_c01.avi,zoom
Fencing/v_Fencing_g12_c02.avi,motion
Fencing/v_Fencing_g12_c03.avi,zoom
Fencing/v_Fencing_g12_c04.avi,rain
Fencing/v_Fencing_g12_c05.avi,gauss
Fencing/v_Fencing_g13_c01.avi,motion
Fencing/v_Fencing_g13_c02.avi,zoom
Fencing/v_Fencing_g13_c03.avi,rain
Fencing/v_Fencing_g13_c04.avi,jpeg
Fencing/v_Fencing_g14_c01.avi,salt
Fencing/v_Fencing_g14_c02.avi,pepper
Fencing/v_Fencing_g14_c03.avi,motion
Fencing/v_Fencing_g14_c04.avi,impulse
Fencing/v_Fencing_g15_c01.avi,contrast
Fencing/v_Fencing_g15_c02.avi,zoom
Fencing/v_Fencing_g15_c03.avi,rain
Fencing/v_Fencing_g15_c04.avi,defocus
Fencing/v_Fencing_g16_c01.avi,h265_abr
Fencing/v_Fencing_g16_c02.avi,zoom
Fencing/v_Fencing_g16_c03.avi,motion
Fencing/v_Fencing_g16_c04.avi,zoom
Fencing/v_Fencing_g17_c01.avi,shot
Fencing/v_Fencing_g17_c02.avi,defocus
Fencing/v_Fencing_g17_c03.avi,motion
Fencing/v_Fencing_g17_c04.avi,pepper
Fencing/v_Fencing_g18_c01.avi,shot
Fencing/v_Fencing_g18_c02.avi,defocus
Fencing/v_Fencing_g18_c03.avi,contrast
Fencing/v_Fencing_g18_c04.avi,impulse
Fencing/v_Fencing_g19_c01.avi,contrast
Fencing/v_Fencing_g19_c02.avi,zoom
Fencing/v_Fencing_g19_c03.avi,h265_abr
Fencing/v_Fencing_g19_c04.avi,zoom
Fencing/v_Fencing_g20_c01.avi,gauss
Fencing/v_Fencing_g20_c02.avi,rain
Fencing/v_Fencing_g20_c03.avi,defocus
Fencing/v_Fencing_g20_c04.avi,zoom
Fencing/v_Fencing_g21_c01.avi,gauss
Fencing/v_Fencing_g21_c02.avi,contrast
Fencing/v_Fencing_g21_c03.avi,rain
Fencing/v_Fencing_g21_c04.avi,h265_abr
Fencing/v_Fencing_g22_c01.avi,gauss
Fencing/v_Fencing_g22_c02.avi,contrast
Fencing/v_Fencing_g22_c03.avi,h265_abr
Fencing/v_Fencing_g22_c04.avi,motion
Fencing/v_Fencing_g23_c01.avi,zoom
Fencing/v_Fencing_g23_c02.avi,shot
Fencing/v_Fencing_g23_c03.avi,contrast
Fencing/v_Fencing_g23_c04.avi,impulse
Fencing/v_Fencing_g24_c01.avi,shot
Fencing/v_Fencing_g24_c02.avi,rain
Fencing/v_Fencing_g24_c03.avi,shot
Fencing/v_Fencing_g24_c04.avi,contrast
Fencing/v_Fencing_g25_c01.avi,zoom
Fencing/v_Fencing_g25_c02.avi,rain
Fencing/v_Fencing_g25_c03.avi,h265_abr
Fencing/v_Fencing_g25_c04.avi,rain
GolfSwing/v_GolfSwing_g01_c01.avi,rain
GolfSwing/v_GolfSwing_g01_c02.avi,salt
GolfSwing/v_GolfSwing_g01_c03.avi,rain
GolfSwing/v_GolfSwing_g01_c04.avi,pepper
GolfSwing/v_GolfSwing_g01_c05.avi,rain
GolfSwing/v_GolfSwing_g01_c06.avi,rain
GolfSwing/v_GolfSwing_g02_c01.avi,gauss
GolfSwing/v_GolfSwing_g02_c02.avi,zoom
GolfSwing/v_GolfSwing_g02_c03.avi,motion
GolfSwing/v_GolfSwing_g02_c04.avi,gauss
GolfSwing/v_GolfSwing_g03_c01.avi,contrast
GolfSwing/v_GolfSwing_g03_c02.avi,impulse
GolfSwing/v_GolfSwing_g03_c03.avi,h265_abr
GolfSwing/v_GolfSwing_g03_c04.avi,salt
GolfSwing/v_GolfSwing_g03_c05.avi,pepper
GolfSwing/v_GolfSwing_g03_c06.avi,zoom
GolfSwing/v_GolfSwing_g03_c07.avi,impulse
GolfSwing/v_GolfSwing_g04_c01.avi,h265_abr
GolfSwing/v_GolfSwing_g04_c02.avi,defocus
GolfSwing/v_GolfSwing_g04_c03.avi,salt
GolfSwing/v_GolfSwing_g04_c04.avi,shot
GolfSwing/v_GolfSwing_g04_c05.avi,salt
GolfSwing/v_GolfSwing_g04_c06.avi,jpeg
GolfSwing/v_GolfSwing_g05_c01.avi,impulse
GolfSwing/v_GolfSwing_g05_c02.avi,jpeg
GolfSwing/v_GolfSwing_g05_c03.avi,jpeg
GolfSwing/v_GolfSwing_g05_c04.avi,zoom
GolfSwing/v_GolfSwing_g05_c05.avi,salt
GolfSwing/v_GolfSwing_g05_c06.avi,zoom
GolfSwing/v_GolfSwing_g05_c07.avi,motion
GolfSwing/v_GolfSwing_g05_c08.avi,zoom
GolfSwing/v_GolfSwing_g06_c01.avi,h265_abr
GolfSwing/v_GolfSwing_g06_c02.avi,impulse
GolfSwing/v_GolfSwing_g06_c03.avi,pepper
GolfSwing/v_GolfSwing_g06_c04.avi,motion
GolfSwing/v_GolfSwing_g07_c01.avi,pepper
GolfSwing/v_GolfSwing_g07_c02.avi,salt
GolfSwing/v_GolfSwing_g07_c03.avi,shot
GolfSwing/v_GolfSwing_g07_c04.avi,rain
GolfSwing/v_GolfSwing_g07_c05.avi,h265_abr
GolfSwing/v_GolfSwing_g08_c01.avi,rain
GolfSwing/v_GolfSwing_g08_c02.avi,defocus
GolfSwing/v_GolfSwing_g08_c03.avi,jpeg
GolfSwing/v_GolfSwing_g08_c04.avi,impulse
GolfSwing/v_GolfSwing_g08_c05.avi,pepper
GolfSwing/v_GolfSwing_g08_c06.avi,defocus
GolfSwing/v_GolfSwing_g09_c01.avi,gauss
GolfSwing/v_GolfSwing_g09_c02.avi,zoom
GolfSwing/v_GolfSwing_g09_c03.avi,jpeg
GolfSwing/v_GolfSwing_g09_c04.avi,pepper
GolfSwing/v_GolfSwing_g10_c01.avi,motion
GolfSwing/v_GolfSwing_g10_c02.avi,impulse
GolfSwing/v_GolfSwing_g10_c03.avi,rain
GolfSwing/v_GolfSwing_g10_c04.avi,h265_abr
GolfSwing/v_GolfSwing_g11_c01.avi,rain
GolfSwing/v_GolfSwing_g11_c02.avi,zoom
GolfSwing/v_GolfSwing_g11_c03.avi,contrast
GolfSwing/v_GolfSwing_g11_c04.avi,defocus
GolfSwing/v_GolfSwing_g11_c05.avi,rain
GolfSwing/v_GolfSwing_g11_c06.avi,impulse
GolfSwing/v_GolfSwing_g11_c07.avi,pepper
GolfSwing/v_GolfSwing_g12_c01.avi,rain
GolfSwing/v_GolfSwing_g12_c02.avi,shot
GolfSwing/v_GolfSwing_g12_c03.avi,motion
GolfSwing/v_GolfSwing_g12_c04.avi,gauss
GolfSwing/v_GolfSwing_g13_c01.avi,contrast
GolfSwing/v_GolfSwing_g13_c02.avi,jpeg
GolfSwing/v_GolfSwing_g13_c03.avi,impulse
GolfSwing/v_GolfSwing_g13_c04.avi,contrast
GolfSwing/v_GolfSwing_g14_c01.avi,shot
GolfSwing/v_GolfSwing_g14_c02.avi,rain
GolfSwing/v_GolfSwing_g14_c03.avi,pepper
GolfSwing/v_GolfSwing_g14_c04.avi,rain
GolfSwing/v_GolfSwing_g15_c01.avi,motion
GolfSwing/v_GolfSwing_g15_c02.avi,h265_abr
GolfSwing/v_GolfSwing_g15_c03.avi,zoom
GolfSwing/v_GolfSwing_g15_c04.avi,rain
GolfSwing/v_GolfSwing_g16_c01.avi,defocus
GolfSwing/v_GolfSwing_g16_c02.avi,pepper
GolfSwing/v_GolfSwing_g16_c03.avi,salt
GolfSwing/v_GolfSwing_g16_c04.avi,gauss
GolfSwing/v_GolfSwing_g17_c01.avi,gauss
GolfSwing/v_GolfSwing_g17_c02.avi,zoom
GolfSwing/v_GolfSwing_g17_c03.avi,motion
GolfSwing/v_GolfSwing_g17_c04.avi,pepper
GolfSwing/v_GolfSwing_g17_c05.avi,pepper
GolfSwing/v_GolfSwing_g17_c06.avi,shot
GolfSwing/v_GolfSwing_g17_c07.avi,jpeg
GolfSwing/v_GolfSwing_g17_c08.avi,salt
GolfSwing/v_GolfSwing_g18_c01.avi,defocus
GolfSwing/v_GolfSwing_g18_c02.avi,motion
GolfSwing/v_GolfSwing_g18_c03.avi,impulse
GolfSwing/v_GolfSwing_g18_c04.avi,rain
GolfSwing/v_GolfSwing_g18_c05.avi,h265_abr
GolfSwing/v_GolfSwing_g18_c06.avi,h265_abr
GolfSwing/v_GolfSwing_g19_c01.avi,jpeg
GolfSwing/v_GolfSwing_g19_c02.avi,defocus
GolfSwing/v_GolfSwing_g19_c03.avi,contrast
GolfSwing/v_GolfSwing_g19_c04.avi,h265_abr
GolfSwing/v_GolfSwing_g19_c05.avi,h265_abr
GolfSwing/v_GolfSwing_g19_c06.avi,salt
GolfSwing/v_GolfSwing_g20_c01.avi,defocus
GolfSwing/v_GolfSwing_g20_c02.avi,rain
GolfSwing/v_GolfSwing_g20_c03.avi,pepper
GolfSwing/v_GolfSwing_g20_c04.avi,motion
GolfSwing/v_GolfSwing_g20_c05.avi,contrast
GolfSwing/v_GolfSwing_g20_c06.avi,defocus
GolfSwing/v_GolfSwing_g20_c07.avi,zoom
GolfSwing/v_GolfSwing_g21_c01.avi,gauss
GolfSwing/v_GolfSwing_g21_c02.avi,h265_abr
GolfSwing/v_GolfSwing_g21_c03.avi,impulse
GolfSwing/v_GolfSwing_g21_c04.avi,shot
GolfSwing/v_GolfSwing_g21_c05.avi,motion
GolfSwing/v_GolfSwing_g21_c06.avi,motion
GolfSwing/v_GolfSwing_g22_c01.avi,shot
GolfSwing/v_GolfSwing_g22_c02.avi,impulse
GolfSwing/v_GolfSwing_g22_c03.avi,pepper
GolfSwing/v_GolfSwing_g22_c04.avi,rain
GolfSwing/v_GolfSwing_g22_c05.avi,impulse
GolfSwing/v_GolfSwing_g22_c06.avi,jpeg
GolfSwing/v_GolfSwing_g23_c01.avi,rain
GolfSwing/v_GolfSwing_g23_c02.avi,impulse
GolfSwing/v_GolfSwing_g23_c03.avi,gauss
GolfSwing/v_GolfSwing_g23_c04.avi,defocus
GolfSwing/v_GolfSwing_g23_c05.avi,zoom
GolfSwing/v_GolfSwing_g23_c06.avi,shot
GolfSwing/v_GolfSwing_g23_c07.avi,pepper
GolfSwing/v_GolfSwing_g23_c08.avi,motion
GolfSwing/v_GolfSwing_g24_c01.avi,pepper
GolfSwing/v_GolfSwing_g24_c02.avi,rain
GolfSwing/v_GolfSwing_g24_c03.avi,shot
GolfSwing/v_GolfSwing_g24_c04.avi,rain
GolfSwing/v_GolfSwing_g24_c05.avi,rain
GolfSwing/v_GolfSwing_g24_c06.avi,contrast
GolfSwing/v_GolfSwing_g24_c07.avi,gauss
GolfSwing/v_GolfSwing_g25_c01.avi,gauss
GolfSwing/v_GolfSwing_g25_c02.avi,impulse
GolfSwing/v_GolfSwing_g25_c03.avi,shot
GolfSwing/v_GolfSwing_g25_c04.avi,salt
GolfSwing/v_GolfSwing_g25_c05.avi,contrast
GolfSwing/v_GolfSwing_g25_c06.avi,shot
GolfSwing/v_GolfSwing_g25_c07.avi,pepper
HighJump/v_HighJump_g01_c01.avi,jpeg
HighJump/v_HighJump_g01_c02.avi,shot
HighJump/v_HighJump_g01_c03.avi,contrast
HighJump/v_HighJump_g01_c04.avi,shot
HighJump/v_HighJump_g01_c05.avi,shot
HighJump/v_HighJump_g02_c01.avi,impulse
HighJump/v_HighJump_g02_c02.avi,salt
HighJump/v_HighJump_g02_c03.avi,contrast
HighJump/v_HighJump_g02_c04.avi,gauss
HighJump/v_HighJump_g02_c05.avi,zoom
HighJump/v_HighJump_g02_c06.avi,salt
HighJump/v_HighJump_g02_c07.avi,salt
HighJump/v_HighJump_g03_c01.avi,jpeg
HighJump/v_HighJump_g03_c02.avi,zoom
HighJump/v_HighJump_g03_c03.avi,salt
HighJump/v_HighJump_g03_c04.avi,pepper
HighJump/v_HighJump_g04_c01.avi,rain
HighJump/v_HighJump_g04_c02.avi,gauss
HighJump/v_HighJump_g04_c03.avi,salt
HighJump/v_HighJump_g04_c04.avi,gauss
HighJump/v_HighJump_g04_c05.avi,impulse
HighJump/v_HighJump_g04_c06.avi,shot
HighJump/v_HighJump_g05_c01.avi,contrast
HighJump/v_HighJump_g05_c02.avi,impulse
HighJump/v_HighJump_g05_c03.avi,gauss
HighJump/v_HighJump_g05_c04.avi,salt
HighJump/v_HighJump_g05_c05.avi,zoom
HighJump/v_HighJump_g06_c01.avi,gauss
HighJump/v_HighJump_g06_c02.avi,salt
HighJump/v_HighJump_g06_c03.avi,h265_abr
HighJump/v_HighJump_g06_c04.avi,defocus
HighJump/v_HighJump_g07_c01.avi,jpeg
HighJump/v_HighJump_g07_c02.avi,pepper
HighJump/v_HighJump_g07_c03.avi,h265_abr
HighJump/v_HighJump_g07_c04.avi,pepper
HighJump/v_HighJump_g07_c05.avi,motion
HighJump/v_HighJump_g07_c06.avi,motion
HighJump/v_HighJump_g08_c01.avi,impulse
HighJump/v_HighJump_g08_c02.avi,jpeg
HighJump/v_HighJump_g08_c03.avi,contrast
HighJump/v_HighJump_g08_c04.avi,pepper
HighJump/v_HighJump_g08_c05.avi,motion
HighJump/v_HighJump_g09_c01.avi,jpeg
HighJump/v_HighJump_g09_c02.avi,shot
HighJump/v_HighJump_g09_c03.avi,contrast
HighJump/v_HighJump_g09_c04.avi,gauss
HighJump/v_HighJump_g09_c05.avi,h265_abr
HighJump/v_HighJump_g10_c01.avi,rain
HighJump/v_HighJump_g10_c02.avi,jpeg
HighJump/v_HighJump_g10_c03.avi,zoom
HighJump/v_HighJump_g10_c04.avi,motion
HighJump/v_HighJump_g11_c01.avi,rain
HighJump/v_HighJump_g11_c02.avi,gauss
HighJump/v_HighJump_g11_c03.avi,gauss
HighJump/v_HighJump_g11_c04.avi,motion
HighJump/v_HighJump_g11_c05.avi,defocus
HighJump/v_HighJump_g11_c06.avi,defocus
HighJump/v_HighJump_g11_c07.avi,rain
HighJump/v_HighJump_g12_c01.avi,pepper
HighJump/v_HighJump_g12_c02.avi,motion
HighJump/v_HighJump_g12_c03.avi,h265_abr
HighJump/v_HighJump_g12_c04.avi,motion
HighJump/v_HighJump_g13_c01.avi,pepper
HighJump/v_HighJump_g13_c02.avi,pepper
HighJump/v_HighJump_g13_c03.avi,impulse
HighJump/v_HighJump_g13_c04.avi,contrast
HighJump/v_HighJump_g13_c05.avi,salt
HighJump/v_HighJump_g14_c01.avi,pepper
HighJump/v_HighJump_g14_c02.avi,salt
HighJump/v_HighJump_g14_c03.avi,zoom
HighJump/v_HighJump_g14_c04.avi,contrast
HighJump/v_HighJump_g15_c01.avi,rain
HighJump/v_HighJump_g15_c02.avi,contrast
HighJump/v_HighJump_g15_c03.avi,jpeg
HighJump/v_HighJump_g15_c04.avi,h265_abr
HighJump/v_HighJump_g16_c01.avi,impulse
HighJump/v_HighJump_g16_c02.avi,defocus
HighJump/v_HighJump_g16_c03.avi,contrast
HighJump/v_HighJump_g16_c04.avi,jpeg
HighJump/v_HighJump_g16_c05.avi,zoom
HighJump/v_HighJump_g17_c01.avi,motion
HighJump/v_HighJump_g17_c02.avi,jpeg
HighJump/v_HighJump_g17_c03.avi,contrast
HighJump/v_HighJump_g17_c04.avi,defocus
HighJump/v_HighJump_g18_c01.avi,pepper
HighJump/v_HighJump_g18_c02.avi,h265_abr
HighJump/v_HighJump_g18_c03.avi,pepper
HighJump/v_HighJump_g18_c04.avi,rain
HighJump/v_HighJump_g19_c01.avi,rain
HighJump/v_HighJump_g19_c02.avi,jpeg
HighJump/v_HighJump_g19_c03.avi,h265_abr
HighJump/v_HighJump_g19_c04.avi,shot
HighJump/v_HighJump_g19_c05.avi,defocus
HighJump/v_HighJump_g20_c01.avi,motion
HighJump/v_HighJump_g20_c02.avi,shot
HighJump/v_HighJump_g20_c03.avi,defocus
HighJump/v_HighJump_g20_c04.avi,impulse
HighJump/v_HighJump_g20_c05.avi,motion
HighJump/v_HighJump_g21_c01.avi,defocus
HighJump/v_HighJump_g21_c02.avi,defocus
HighJump/v_HighJump_g21_c03.avi,h265_abr
HighJump/v_HighJump_g21_c04.avi,pepper
HighJump/v_HighJump_g22_c01.avi,impulse
HighJump/v_HighJump_g22_c02.avi,defocus
HighJump/v_HighJump_g22_c03.avi,impulse
HighJump/v_HighJump_g22_c04.avi,rain
HighJump/v_HighJump_g22_c05.avi,zoom
HighJump/v_HighJump_g23_c01.avi,impulse
HighJump/v_HighJump_g23_c02.avi,salt
HighJump/v_HighJump_g23_c03.avi,rain
HighJump/v_HighJump_g23_c04.avi,motion
HighJump/v_HighJump_g23_c05.avi,pepper
HighJump/v_HighJump_g23_c06.avi,pepper
HighJump/v_HighJump_g24_c01.avi,pepper
HighJump/v_HighJump_g24_c02.avi,pepper
HighJump/v_HighJump_g24_c03.avi,defocus
HighJump/v_HighJump_g24_c04.avi,pepper
HighJump/v_HighJump_g24_c05.avi,h265_abr
HighJump/v_HighJump_g25_c01.avi,h265_abr
HighJump/v_HighJump_g25_c02.avi,impulse
HighJump/v_HighJump_g25_c03.avi,salt
HighJump/v_HighJump_g25_c04.avi,jpeg
HighJump/v_HighJump_g25_c05.avi,gauss
HorseRace/v_HorseRace_g01_c01.avi,contrast
HorseRace/v_HorseRace_g01_c02.avi,jpeg
HorseRace/v_HorseRace_g01_c03.avi,jpeg
HorseRace/v_HorseRace_g01_c04.avi,impulse
HorseRace/v_HorseRace_g02_c01.avi,rain
HorseRace/v_HorseRace_g02_c02.avi,pepper
HorseRace/v_HorseRace_g02_c03.avi,defocus
HorseRace/v_HorseRace_g02_c04.avi,impulse
HorseRace/v_HorseRace_g03_c01.avi,rain
HorseRace/v_HorseRace_g03_c02.avi,defocus
HorseRace/v_HorseRace_g03_c03.avi,h265_abr
HorseRace/v_HorseRace_g03_c04.avi,gauss
HorseRace/v_HorseRace_g03_c05.avi,zoom
HorseRace/v_HorseRace_g04_c01.avi,contrast
HorseRace/v_HorseRace_g04_c02.avi,zoom
HorseRace/v_HorseRace_g04_c03.avi,impulse
HorseRace/v_HorseRace_g04_c04.avi,pepper
HorseRace/v_HorseRace_g04_c05.avi,contrast
HorseRace/v_HorseRace_g04_c06.avi,jpeg
HorseRace/v_HorseRace_g05_c01.avi,shot
HorseRace/v_HorseRace_g05_c02.avi,salt
HorseRace/v_HorseRace_g05_c03.avi,rain
HorseRace/v_HorseRace_g05_c04.avi,motion
HorseRace/v_HorseRace_g06_c01.avi,shot
HorseRace/v_HorseRace_g06_c02.avi,pepper
HorseRace/v_HorseRace_g06_c03.avi,impulse
HorseRace/v_HorseRace_g06_c04.avi,jpeg
HorseRace/v_HorseRace_g06_c05.avi,impulse
HorseRace/v_HorseRace_g06_c06.avi,pepper
HorseRace/v_HorseRace_g07_c01.avi,zoom
HorseRace/v_HorseRace_g07_c02.avi,contrast
HorseRace/v_HorseRace_g07_c03.avi,shot
HorseRace/v_HorseRace_g07_c04.avi,defocus
HorseRace/v_HorseRace_g07_c05.avi,jpeg
HorseRace/v_HorseRace_g07_c07.avi,contrast
HorseRace/v_HorseRace_g08_c01.avi,contrast
HorseRace/v_HorseRace_g08_c02.avi,rain
HorseRace/v_HorseRace_g08_c03.avi,rain
HorseRace/v_HorseRace_g08_c04.avi,jpeg
HorseRace/v_HorseRace_g08_c07.avi,gauss
HorseRace/v_HorseRace_g09_c01.avi,contrast
HorseRace/v_HorseRace_g09_c02.avi,rain
HorseRace/v_HorseRace_g09_c03.avi,h265_abr
HorseRace/v_HorseRace_g09_c04.avi,zoom
HorseRace/v_HorseRace_g10_c01.avi,gauss
HorseRace/v_HorseRace_g10_c02.avi,salt
HorseRace/v_HorseRace_g10_c03.avi,zoom
HorseRace/v_HorseRace_g10_c04.avi,h265_abr
HorseRace/v_HorseRace_g11_c01.avi,zoom
HorseRace/v_HorseRace_g11_c02.avi,impulse
HorseRace/v_HorseRace_g11_c03.avi,impulse
HorseRace/v_HorseRace_g11_c04.avi,gauss
HorseRace/v_HorseRace_g11_c05.avi,salt
HorseRace/v_HorseRace_g11_c06.avi,salt
HorseRace/v_HorseRace_g11_c07.avi,contrast
HorseRace/v_HorseRace_g12_c01.avi,rain
HorseRace/v_HorseRace_g12_c02.avi,defocus
HorseRace/v_HorseRace_g12_c03.avi,pepper
HorseRace/v_HorseRace_g12_c04.avi,salt
HorseRace/v_HorseRace_g13_c01.avi,h265_abr
HorseRace/v_HorseRace_g13_c02.avi,rain
HorseRace/v_HorseRace_g13_c03.avi,gauss
HorseRace/v_HorseRace_g13_c04.avi,pepper
HorseRace/v_HorseRace_g13_c05.avi,h265_abr
HorseRace/v_HorseRace_g14_c01.avi,jpeg
HorseRace/v_HorseRace_g14_c02.avi,shot
HorseRace/v_HorseRace_g14_c03.avi,defocus
HorseRace/v_HorseRace_g14_c04.avi,defocus
HorseRace/v_HorseRace_g15_c01.avi,motion
HorseRace/v_HorseRace_g15_c02.avi,impulse
HorseRace/v_HorseRace_g15_c03.avi,salt
HorseRace/v_HorseRace_g15_c04.avi,impulse
HorseRace/v_HorseRace_g16_c01.avi,zoom
HorseRace/v_HorseRace_g16_c02.avi,h265_abr
HorseRace/v_HorseRace_g16_c03.avi,impulse
HorseRace/v_HorseRace_g16_c04.avi,contrast
HorseRace/v_HorseRace_g16_c05.avi,contrast
HorseRace/v_HorseRace_g17_c01.avi,pepper
HorseRace/v_HorseRace_g17_c02.avi,gauss
HorseRace/v_HorseRace_g17_c03.avi,salt
HorseRace/v_HorseRace_g17_c04.avi,salt
HorseRace/v_HorseRace_g17_c05.avi,contrast
HorseRace/v_HorseRace_g18_c01.avi,gauss
HorseRace/v_HorseRace_g18_c02.avi,rain
HorseRace/v_HorseRace_g18_c03.avi,pepper
HorseRace/v_HorseRace_g18_c04.avi,zoom
HorseRace/v_HorseRace_g18_c05.avi,motion
HorseRace/v_HorseRace_g18_c06.avi,rain
HorseRace/v_HorseRace_g19_c01.avi,defocus
HorseRace/v_HorseRace_g19_c02.avi,motion
HorseRace/v_HorseRace_g19_c03.avi,contrast
HorseRace/v_HorseRace_g19_c04.avi,motion
HorseRace/v_HorseRace_g19_c05.avi,defocus
HorseRace/v_HorseRace_g19_c06.avi,zoom
HorseRace/v_HorseRace_g20_c01.avi,shot
HorseRace/v_HorseRace_g20_c02.avi,jpeg
HorseRace/v_HorseRace_g20_c03.avi,pepper
HorseRace/v_HorseRace_g20_c04.avi,impulse
HorseRace/v_HorseRace_g20_c05.avi,defocus
HorseRace/v_HorseRace_g21_c01.avi,pepper
HorseRace/v_HorseRace_g21_c02.avi,zoom
HorseRace/v_HorseRace_g21_c03.avi,rain
HorseRace/v_HorseRace_g21_c04.avi,rain
HorseRace/v_HorseRace_g21_c05.avi,contrast
HorseRace/v_HorseRace_g22_c01.avi,motion
HorseRace/v_HorseRace_g22_c02.avi,jpeg
HorseRace/v_HorseRace_g22_c03.avi,rain
HorseRace/v_HorseRace_g22_c04.avi,zoom
HorseRace/v_HorseRace_g23_c01.avi,gauss
HorseRace/v_HorseRace_g23_c02.avi,shot
HorseRace/v_HorseRace_g23_c03.avi,defocus
HorseRace/v_HorseRace_g23_c04.avi,contrast
HorseRace/v_HorseRace_g23_c05.avi,gauss
HorseRace/v_HorseRace_g24_c01.avi,gauss
HorseRace/v_HorseRace_g24_c02.avi,shot
HorseRace/v_HorseRace_g24_c03.avi,zoom
HorseRace/v_HorseRace_g24_c04.avi,shot
HorseRace/v_HorseRace_g24_c05.avi,salt
HorseRace/v_HorseRace_g24_c06.avi,zoom
HorseRace/v_HorseRace_g24_c07.avi,zoom
HorseRace/v_HorseRace_g24_c08.avi,impulse
HorseRace/v_HorseRace_g24_c09.avi,pepper
HorseRace/v_HorseRace_g24_c10.avi,gauss
HorseRace/v_HorseRace_g25_c01.avi,motion
HorseRace/v_HorseRace_g25_c02.avi,h265_abr
HorseRace/v_HorseRace_g25_c03.avi,defocus
HorseRace/v_HorseRace_g25_c04.avi,salt
HorseRiding/v_HorseRiding_g01_c01.avi,salt
HorseRiding/v_HorseRiding_g01_c02.avi,defocus
HorseRiding/v_HorseRiding_g01_c03.avi,jpeg
HorseRiding/v_HorseRiding_g01_c04.avi,h265_abr
HorseRiding/v_HorseRiding_g01_c05.avi,shot
HorseRiding/v_HorseRiding_g01_c06.avi,jpeg
HorseRiding/v_HorseRiding_g01_c07.avi,jpeg
HorseRiding/v_HorseRiding_g01_c08.avi,rain
HorseRiding/v_HorseRiding_g01_c09.avi,impulse
HorseRiding/v_HorseRiding_g02_c01.avi,pepper
HorseRiding/v_HorseRiding_g02_c02.avi,defocus
HorseRiding/v_HorseRiding_g02_c03.avi,h265_abr
HorseRiding/v_HorseRiding_g02_c04.avi,gauss
HorseRiding/v_HorseRiding_g02_c05.avi,defocus
HorseRiding/v_HorseRiding_g02_c06.avi,gauss
HorseRiding/v_HorseRiding_g02_c07.avi,motion
HorseRiding/v_HorseRiding_g02_c08.avi,pepper
HorseRiding/v_HorseRiding_g02_c09.avi,impulse
HorseRiding/v_HorseRiding_g03_c01.avi,contrast
HorseRiding/v_HorseRiding_g03_c02.avi,defocus
HorseRiding/v_HorseRiding_g03_c03.avi,contrast
HorseRiding/v_HorseRiding_g03_c04.avi,defocus
HorseRiding/v_HorseRiding_g03_c05.avi,h265_abr
HorseRiding/v_HorseRiding_g03_c06.avi,rain
HorseRiding/v_HorseRiding_g03_c07.avi,defocus
HorseRiding/v_HorseRiding_g03_c08.avi,zoom
HorseRiding/v_HorseRiding_g04_c01.avi,pepper
